set_num,name,year,theme_id,num_parts,theme_name,parent_id
4591715-1,Golden Die [TRU Exclusive],2009,502,7,Game,501.0
4648939-1,Golden Die with 1-6 dot tiles,2011,502,8,Game,501.0
50003-1,Batman,2013,502,252,Game,501.0
50004-1,Story Mixer,2013,502,425,Game,501.0
50006-1,Legends Of Chima,2013,502,211,Game,501.0
50011-1,The Battle for Helms Deep,2013,502,338,Game,501.0
5002792-1,LEGO® Marvel Super Heroes PC DVD Video Game,2013,502,0,Game,501.0
5002793-1,LEGO® Marvel Super Heroes PS VITA Video Game,2013,502,0,Game,501.0
5003545-1,THE LEGO® MOVIE™ PS4 Video Game,2014,502,0,Game,501.0
5003559-1,THE LEGO® MOVIE™ Xbox One Video Game,2014,502,0,Game,501.0
850598-1,LEGO® Legends of Chima™ Game Cards Binder,2013,502,0,Game,501.0
852001-1,Fantasy Era Castle Chess Set,2007,502,164,Game,501.0
852132-1,Castle Tic Tac Toe,2007,502,86,Game,501.0
852293-1,Fantasy Era Castle Giant Chess Set,2008,502,2455,Game,501.0
G577-1,Vikings Chess Set,2006,502,206,Game,501.0
088-1,Super Set,1969,469,615,Basic Set,465.0
10-2,Universal Building Set,1976,469,129,Basic Set,465.0
105-2,Building Set,1973,469,150,Basic Set,465.0
110-1,Universal Building Set,1977,469,129,Basic Set,465.0
1-11,Basic Souvenir Box,1981,469,36,Basic Set,465.0
111-1,Universal Building Set,1977,469,173,Basic Set,465.0
112-1,Universal Building Set,1977,469,200,Basic Set,465.0
113-1,Universal Building Set,1977,469,293,Basic Set,465.0
114-1,Universal Building Set,1977,469,390,Basic Set,465.0
115-1,Building Set,1973,469,190,Basic Set,465.0
120438-1,Basic Building Set,1985,469,176,Basic Set,465.0
125-2,Building Set,1974,469,234,Basic Set,465.0
135-1,Building Set,1973,469,338,Basic Set,465.0
140-2,Bricks'n Motor Set,1969,469,96,Basic Set,465.0
145-1,Building Set,1974,469,412,Basic Set,465.0
1619-1,Storage Bucket,1986,469,260,Basic Set,465.0
1668-1,Basic Building Set Trial Size,1992,469,30,Basic Set,465.0
1670-1,Basic Building Set Trial Size,1992,469,28,Basic Set,465.0
1678-1,Basic Building Set Trial Size,1991,469,49,Basic Set,465.0
1698-1,Basic Building Set Trial Size,1991,469,26,Basic Set,465.0
1-7,Basic Set,1973,469,107,Basic Set,465.0
1708-1,Large Bucket,1994,469,665,Basic Set,465.0
1776-1,Large Bulk Bucket,1996,469,950,Basic Set,465.0
1819-1,Large Bucket,1995,469,950,Basic Set,465.0
1845-1,20th Anniversary Jackpot Bucket,1993,469,717,Basic Set,465.0
1867-1,Medium Bulk Bucket,1997,469,400,Basic Set,465.0
1874-1,Polly Pick-Up,1993,469,141,Basic Set,465.0
1901-2,Mini Basic Set,1984,469,36,Basic Set,465.0
1905-1,Mini Basic Set,1982,469,36,Basic Set,465.0
1910-1,Promo Basic Set,1982,469,88,Basic Set,465.0
1911-1,Basic Set,1983,469,34,Basic Set,465.0
1920-1,Promo Basic Set,1982,469,119,Basic Set,465.0
1922-2,Basic Building Set,1983,469,60,Basic Set,465.0
1932-1,Basic Building Set + Storage Case,1984,469,82,Basic Set,465.0
1944-1,Basic Set with Storage Case,1983,469,142,Basic Set,465.0
1954-2,Basic Set with Storage Case,1984,469,141,Basic Set,465.0
1965-1,Basic Building Set,1985,469,38,Basic Set,465.0
1994-1,Turtle Bucket with Motor,1992,469,192,Basic Set,465.0
20-1,Universal Building Set,1976,469,217,Basic Set,465.0
2199-1,Large Bulk Bucket,1997,469,466,Basic Set,465.0
2494-1,400-Piece Purple Bucket,1998,469,400,Basic Set,465.0
2-7,Basic Set,1973,469,139,Basic Set,465.0
30-1,Universal Building Set,1976,469,200,Basic Set,465.0
3025-1,25th Anniversary Silver Bucket,1998,469,601,Basic Set,465.0
3026-1,25th Anniversary Silver Tub,1998,469,1201,Basic Set,465.0
3032-1,Medium Bucket,1999,469,600,Basic Set,465.0
311-3,Basic Set,1984,469,34,Basic Set,465.0
322-1,Basic Set,1981,469,82,Basic Set,465.0
322-3,Basic Building Set + Storage Case,1983,469,2,Basic Set,465.0
333-1,Basic Set,1981,469,100,Basic Set,465.0
3-4,Basic Set,1973,469,191,Basic Set,465.0
355-2,Basic Set,1981,469,160,Basic Set,465.0
366-1,Basic Set,1981,469,184,Basic Set,465.0
3758-1,35th Anniversary Bucket,1998,469,600,Basic Set,465.0
3759-1,35th Anniversary Tub,1998,469,1200,Basic Set,465.0
400-1,Universal Building Set,1977,469,317,Basic Set,465.0
40-1,Universal Building Set,1976,469,293,Basic Set,465.0
402-1,Universal Building Set,1977,469,401,Basic Set,465.0
404-1,Universal Building Set,1977,469,471,Basic Set,465.0
4-3,Basic Set,1973,469,234,Basic Set,465.0
50-1,Universal Building Set,1976,469,390,Basic Set,465.0
5-3,Basic Set,1973,469,330,Basic Set,465.0
533-1,Basic Set,1984,469,93,Basic Set,465.0
544-1,Basic Set,1981,469,147,Basic Set,465.0
555-2,Basic Set,1981,469,206,Basic Set,465.0
566-1,Basic Set,1981,469,285,Basic Set,465.0
577-1,Basic Set,1981,469,391,Basic Set,465.0
599-1,Super Basic Set,1982,469,744,Basic Set,465.0
6-3,Basic Set,1973,469,338,Basic Set,465.0
710-3,Universal Building Set,1983,469,364,Basic Set,465.0
7-2,Universal Building Set,1979,469,64,Basic Set,465.0
722-1,Universal Building Set,1980,469,302,Basic Set,465.0
7-3,Basic Set,1973,469,412,Basic Set,465.0
733-1,Universal Building Set,1980,469,504,Basic Set,465.0
744-1,Universal Building Set,1980,469,540,Basic Set,465.0
8-2,Universal Building Set,1979,469,93,Basic Set,465.0
8-3,Basic Set,1973,469,665,Basic Set,465.0
9-1,Universal Building Set,1978,469,116,Basic Set,465.0
910-1,Universal Building Set,1976,469,318,Basic Set,465.0
911-1,Universal Building Set,1976,469,401,Basic Set,465.0
912-1,Universal Building Set,1976,469,471,Basic Set,465.0
10001-1,Metroliner,2001,233,785,Train,
10002-1,Railroad Club Car,2001,233,272,Train,
66374-1,City Super Pack 4 in 1 (7895 7896 7937 7939),2010,233,4,Train,
66405-1,City Super Pack 4 in 1 (7939 7937 7499 7895),2010,233,4,Train,
726-1,12V Western Train with 2 Wagons and Cowboys,1976,233,287,Train,
7819-1,Postal Container Wagon Covered,1983,233,182,Train,
7820-1,Mail Van,1980,233,211,Train,
7936-1,Level Crossing,2010,233,138,Train,
7937-1,Train Station,2010,233,367,Train,
10003-1,1 x 2 Sand Red Bricks,2001,254,100,Bulk Bricks,
10004-1,2 x 2 Sand Red Bricks,2001,254,100,Bulk Bricks,
10005-1,2 x 4 Sand Red Bricks,2001,254,50,Bulk Bricks,
10006-1,1 x 6 Sand Red Bricks,2001,254,50,Bulk Bricks,
10007-1,2 x 4 Sand Red Ridge Roof Tiles Steep Slope,2001,254,25,Bulk Bricks,
10008-1,2 x 4 Roof Tile Sand Red,2001,254,50,Bulk Bricks,
10009-1,Assorted Blue Bricks,2001,254,62,Bulk Bricks,
10010-1,Assorted Yellow Bricks,2003,254,63,Bulk Bricks,
10011-1,Assorted Blue Plates,2001,254,42,Bulk Bricks,
10012-1,Assorted Yellow Plates,2001,254,42,Bulk Bricks,
10043-1,2x2 Electrical Plate,2002,254,1,Bulk Bricks,
10044-1,Windows and Doors,2002,254,44,Bulk Bricks,
10045-1,Pillars and Beams,2002,254,13,Bulk Bricks,
10046-1,Brown Tiles,2002,254,100,Bulk Bricks,
10047-1,Light Gray Arches,2002,254,36,Bulk Bricks,
10048-1,Small Wheels and Axles,2002,254,61,Bulk Bricks,
10049-1,Large Wheels and Axles,2002,254,31,Bulk Bricks,
10050-1,Gray Fences,2002,254,34,Bulk Bricks,
10051-1,Transparent Bricks,2002,254,50,Bulk Bricks,
10053-1,Black Slopes 33,2003,254,44,Bulk Bricks,
10054-1,Black Slopes 33 3 x 2 and 3 x 4,2003,254,68,Bulk Bricks,
10055-1,Black Slopes 33 3 x 1 and 3 x 3,2003,254,50,Bulk Bricks,
10056-1,White Plates 2 x n,2002,254,56,Bulk Bricks,
10057-1,Black Plates 2 x n,2002,254,56,Bulk Bricks,
10058-1,Red Plates 2 x n,2002,254,56,Bulk Bricks,
10059-1,Dark Green Plates 2 x n,2002,254,56,Bulk Bricks,
10060-1,Light Gray Plates 2 x n,2002,254,56,Bulk Bricks,
10061-1,Black Plates 1 x n,2002,254,84,Bulk Bricks,
10062-1,Red Plates 1 x n,2002,254,84,Bulk Bricks,
10063-1,Dark Green Plates 1 x n,2002,254,84,Bulk Bricks,
10064-1,Light Gray Plates 1 x n,2002,254,84,Bulk Bricks,
10065-1,White Plates 1 x n,2002,254,84,Bulk Bricks,
10067-1,Mini-Fig Headgear,2002,254,53,Bulk Bricks,
10111-1,Foliferous Tree,2001,254,10,Bulk Bricks,
10112-1,Bush,2001,254,25,Bulk Bricks,
10113-1,Cypress Trees,2001,254,5,Bulk Bricks,
10114-1,2 x 2 Sand Red Roof Tiles,2001,254,100,Bulk Bricks,
10115-1,Jumper Bricks,2001,254,80,Bulk Bricks,
10145-1,Assorted Light Gray Bricks,2004,254,124,Bulk Bricks,
10146-1,Assorted Dark Gray Bricks,2004,254,62,Bulk Bricks,
10147-1,Assorted Brown Bricks,2004,254,62,Bulk Bricks,
10148-1,Assorted Light Gray Plates,2004,254,84,Bulk Bricks,
10149-1,Assorted Dark Gray Plates,2004,254,42,Bulk Bricks,
10150-1,Assorted Brown Plates,2004,254,42,Bulk Bricks,
10160-1,Black Ridge Roof Tiles,2004,254,48,Bulk Bricks,
10161-1,Black Roof Tiles,2004,254,76,Bulk Bricks,
10162-1,Red Ridge Tiles,2004,254,48,Bulk Bricks,
10163-1,Red Roof Tiles,2004,254,76,Bulk Bricks,
1715-2,Basic Bricks,1995,254,400,Bulk Bricks,
3444-1,2 x 4 Ridge Roof Tiles Steep Sloped Black,2000,254,25,Bulk Bricks,
3445-1,2 x 4 Ridge Roof Tiles Steep Sloped Red,2000,254,25,Bulk Bricks,
3446-1,2 x 2 Window White,2000,254,25,Bulk Bricks,
3447-1,1 x 3 x 4 Wall Element Transparent Blue (Train Window),2000,254,25,Bulk Bricks,
3448-1,1 x 4 x 5 Black Window Frames with Clear Panes,2000,254,20,Bulk Bricks,
3449-1,1 x 4 x 6 Black Door Frame with Transparent Blue Panes,2000,254,10,Bulk Bricks,
3453-1,2 x 2 Black Bricks,2000,254,100,Bulk Bricks,
3454-1,2 x 2 Light Gray Bricks,2003,254,100,Bulk Bricks,
3455-1,2 x 2 White Bricks,2003,254,100,Bulk Bricks,
3456-1,2 x 2 Dark Green Bricks,2000,254,100,Bulk Bricks,
3457-1,2 x 2 Red Bricks,2000,254,100,Bulk Bricks,
3458-1,2 x 4 Black Bricks,2000,254,50,Bulk Bricks,
3459-1,2 x 4 Light Gray Bricks,2003,254,50,Bulk Bricks,
3460-1,2 x 4 White Bricks,2003,254,50,Bulk Bricks,
3461-1,2 x 4 Dark Green Bricks,2000,254,50,Bulk Bricks,
3462-1,2 x 4 Red Bricks,2000,254,50,Bulk Bricks,
3463-1,2 x 8 Black Bricks,2000,254,25,Bulk Bricks,
3464-1,2 x 8 Light Gray Bricks,2003,254,25,Bulk Bricks,
3465-1,2 x 8 White Bricks,2003,254,25,Bulk Bricks,
3466-1,2 x 8 Dark Green Bricks,2000,254,25,Bulk Bricks,
3467-1,2 x 8 Red Bricks,2000,254,25,Bulk Bricks,
3468-1,1 x 4 Black Bricks,2000,254,50,Bulk Bricks,
3469-1,1 x 4 Light Gray Bricks,2003,254,50,Bulk Bricks,
3470-1,1 x 4 White Bricks,2003,254,50,Bulk Bricks,
3471-1,1 x 4 Dark Green Bricks,2000,254,50,Bulk Bricks,
3472-1,1 x 4 Red Bricks,2000,254,50,Bulk Bricks,
3473-1,1 x 6 Black Bricks,2000,254,50,Bulk Bricks,
3474-1,1 x 6 Light Gray Bricks,2000,254,50,Bulk Bricks,
3475-1,1 x 6 White Bricks,2000,254,50,Bulk Bricks,
3476-1,1 x 6 Dark Green Bricks,2000,254,50,Bulk Bricks,
3477-1,1 x 6 Red Bricks,2000,254,50,Bulk Bricks,
3478-1,1 x 8 Black Bricks,2000,254,25,Bulk Bricks,
3479-1,1 x 8 Light Grey Bricks,2000,254,25,Bulk Bricks,
3480-1,1 x 8 White Bricks,2003,254,25,Bulk Bricks,
3481-1,1 x 8 Dark Green Bricks,2000,254,25,Bulk Bricks,
3482-1,1 x 8 Red Bricks,2000,254,25,Bulk Bricks,
3483-1,2 x 4 Black Plates,2000,254,100,Bulk Bricks,
3484-1,2 x 4 White Plates,2000,254,100,Bulk Bricks,
3485-1,2 x 4 Red Plates,2000,254,100,Bulk Bricks,
3486-1,1 x 6 Black Plates,2000,254,50,Bulk Bricks,
3487-1,1 x 6 White Plates,2000,254,50,Bulk Bricks,
3488-1,1 x 6 Red Plates,2000,254,50,Bulk Bricks,
3489-1,2 x 8 Black Plates,2000,254,25,Bulk Bricks,
3490-1,2 x 8 White Plates,2000,254,25,Bulk Bricks,
3491-1,2 x 8 Red Plates,2000,254,25,Bulk Bricks,
3492-1,2 x 2 Black Smooth Tiles,2000,254,100,Bulk Bricks,
3493-1,2 x 2 White Smooth Tiles,2000,254,100,Bulk Bricks,
3494-1,2 x 2 Red Smooth Tiles,2000,254,100,Bulk Bricks,
3495-1,2 x 2 Roof Tiles Steep Sloped Black,2003,254,100,Bulk Bricks,
3496-1,2 x 2 Roof Tiles Steep Sloped Red,2003,254,100,Bulk Bricks,
3497-1,2 x 4 Roof Tile Black,2003,254,50,Bulk Bricks,
3498-1,2 x 4 Roof Tile Red,2000,254,50,Bulk Bricks,
3499-1,Small Spruce Trees,2000,254,25,Bulk Bricks,
3507-1,1 x 4 x 3 Wall Element Clear,2001,254,25,Bulk Bricks,
3508-1,1 x 4 x 5 Black Window Frame with Blue Pane,2001,254,20,Bulk Bricks,
3725-1,1 x 2 Brick Light Gray,2003,254,100,Bulk Bricks,
3726-1,1 x 2 Brick Dark Gray,2003,254,100,Bulk Bricks,
3727-1,1 x 2 Brick Tan,2000,254,100,Bulk Bricks,
3729-1,2 x 4 Dark Gray Bricks,2000,254,50,Bulk Bricks,
3730-1,2 x 4 Tan Bricks,2000,254,50,Bulk Bricks,
3733-1,Gray Windows with Clear Panes,2000,254,20,Bulk Bricks,
3734-1,Train Windows with Panes Blue,2000,254,20,Bulk Bricks,
3738-1,Large Spruce Trees,2000,254,10,Bulk Bricks,
3751-1,1 x 2 Brown Bricks,2003,254,100,Bulk Bricks,
3752-1,1 x 6 Brown Bricks,2002,254,50,Bulk Bricks,
3753-1,2 x 2 Brown Bricks,2003,254,100,Bulk Bricks,
3754-1,2 x 4 Brown Bricks,2003,254,50,Bulk Bricks,
3755-1,2 x 4 Roof Tile Brown,2003,254,50,Bulk Bricks,
3756-1,2 x 4 Brown Ridge Roof Tiles Steep Sloped,2003,254,25,Bulk Bricks,
B001-1,"1 x 4 x 5 Black Window Frames, Transparent Blue Panes",2001,254,20,Bulk Bricks,
B002-1,1 x 4 x 3 Train Window Clear,2000,254,25,Bulk Bricks,
B003-1,"Red Frame, Black Door, Green Pane",2003,254,10,Bulk Bricks,
B004-1,2 x 4 Ridge Roof Tile Low Sloped Black,2003,254,25,Bulk Bricks,
B005-1,2 x 4 Ridge Roof Tile Low Sloped Red,2003,254,25,Bulk Bricks,
BAG6-1,Gray Brick Separator with Black Frame Pieces,2006,254,56,Bulk Bricks,
F6316-1,Flags and Posts,2006,254,100,Bulk Bricks,
100-1,4.5V Motor with Wheels (Small Version),1966,243,16,4.5V,241.0
100-2,4.5V Motor with Wheels (Large Version),1966,243,27,4.5V,241.0
101-1,4.5V Battery Case,1969,243,1,4.5V,241.0
101-3,4.5V Battery Case,1966,243,1,4.5V,241.0
102-1,4.5V Motor Set,1968,243,24,4.5V,241.0
104-1,Replacement 4.5V Motor,1970,243,1,4.5V,241.0
108-1,Battery Box,1976,243,1,4.5V,241.0
139-1,Electronic Control Unit (Forward/Backward - Stop),1969,243,13,4.5V,241.0
139A-1,Electronic Control Unit (Forward - Stop),1969,243,13,4.5V,241.0
150-1,Straight Track,1966,243,25,4.5V,241.0
151-1,Curved Track,1966,243,25,4.5V,241.0
154-1,Switch Track - 1 Right and 1 Left,1967,243,4,4.5V,241.0
155-1,"2 Cross Rails, 8 Straight Tracks, 4 Base Plates",1967,243,14,4.5V,241.0
156-1,2 Signals with Automatic Stop / Go Attachment,1968,243,6,4.5V,241.0
156-2,Straight Track,1976,243,25,4.5V,241.0
157-1,Curved Track,1976,243,25,4.5V,241.0
157-2,Automatic Direction Changer,1969,243,7,4.5V,241.0
158-1,Railroad Crossing Gate,1969,243,7,4.5V,241.0
159-1,"Crossover, Straight Rails",1976,243,25,4.5V,241.0
160-1,Magnetic Couplings,1968,243,6,4.5V,241.0
161-1,Battery Wagon with Signal and Direction - Changing,1972,243,7,4.5V,241.0
7850-1,8 Straight Rails Gray 4.5v,1980,243,32,4.5V,241.0
