set_num,name,year,theme_id,num_parts
5252-1,Large Shock Absorbers,1993,453,2
5253-1,"Cross Axles (Sizes 2, 3, 4, 6)",1987,453,12
5254-1,"Cross Axles (Sizes 8, 10, 12)",1987,453,9
5255-1,Connector Pegs / Connectorpegs,1987,453,30
5256-1,Suspension Pack,1987,453,12
5257-1,"Connector Pegs, Toggle Joints, and Wheels",1987,453,25
5258-1,"Crown Wheels, Gear Racks, Point Wheels, Worm Gears",1987,453,10
5259-1,"Universal Joint, Rubber Bands, and Wheels",1987,453,12
5260-1,Connecting Rods and Stop Bushes,1987,453,32
5261-1,"Plates, Gear Racks, etc.",1987,453,14
5262-1,Gear Wheels,1987,453,9
5263-1,"Universal Joint, Differential Housing, and Point Wheels",1987,453,6
5264-1,Rotors and Bush/Cross Axles,1987,453,24
5265-1,Large Tires and Wheels / TECHNIC Wheels with 43 mm + 24 mm Tyres,1989,453,16
5266-1,"Gear Wheel Assortment / Gear Racks, Gear Wheels and Pulley Wheels",1989,453,22
5267-1,Cross Axles & Extensions,1993,453,16
5268-1,Small Tires,1995,453,8
5269-1,"Liftarms & Triangles / Liftarms, Triangles etc.",1995,453,12
5270-1,43 mm Tires and Hubs / 43 mm Tyres and Hubs,1987,453,4
527-1,Basic Building Set,1987,467,196
5271-1,White Hubs & Tires / 49.6 mm Tyres & Hubs,1991,453,4
5272-1,Cylinder Motor,1991,453,9
5273-1,Tires,1992,453,4
5274-1,"8 Tires / Tyres (4x24, 4x 30 mm) w/hubs",1992,453,16
5275-1,Toggle Joints and Connectors,1993,453,48
5276-1,"Gear Wheels Etc. / Gear Wheels, Worm Gears, Universal Joints and Gear Racks",1993,453,23
5277-1,Pulleys & V-Belts,1993,453,12
5278-1,TECHNIC Chainlinks,1994,453,35
5279-1,"Plates, Gear Racks",1993,453,16
5280-1,"Liftarms & Triangles / Liftarms, Triangles",1995,453,10
5281-1,Balloon Tires Medium,1994,453,4
5282-1,Balloon Tires Large,1994,453,4
5283-1,Balloon Tires Small,1994,453,4
5284-1,Loading Grabs,1996,453,3
5285-1,2 Large Shock Absorbers / Large Shock Absorbers,1994,453,2
5286-1,Toggle Joints & Connectors,1994,453,64
5287-1,"Plates & Gear Racks / Plates, Gear Racks etc.",1995,453,18
5288-1,Worm Gear Boxes,1995,453,12
5289-1,Toggle Joints & Connectors,1996,453,64
5290-1,Plates & Gear Racks,1996,453,16
5291-1,Liftarms & Triangles,1996,453,12
5292-1,LEGO TECHNIC Storage Case,1996,453,1
5293-1,9V Battery Box,1996,453,1
5294-1,"Toggle Joints & Connectors / Pegs, Bushings, & Couplers",1998,453,60
5295-1,Racks & Pivots,1998,453,12
5-3,Basic Set,1973,469,330
5300-1,Electric Train Motor,1991,456,3
530-1,Basic Building Set,1985,467,273
5301-1,Wagon Plate 6 x 28,1992,456,1
5302-1,"Bogieplates, Black",1992,456,2
5303-1,"Buffers, Magnets & Couplers",1992,456,6
5304-1,Wheelsets,1992,456,2
5305-1,Connection Wire,1992,456,1
5306-1,Plates 2x2 with Wire 9 V 26 cm,1992,453,1
5307-1,Head Light Brick,1992,456,3
5308-1,Head Light Brick,1994,456,3
5309-1,"Wagon Plate, Red (6 x 28)",1996,456,1
5310-1,Lighting Brick,1996,456,4
5311-1,9V Wires (25.6 cm),1996,1,1
5313-1,Space Port Accessories,1999,454,16
5314-1,RES-Q Equipment (Tools),1999,454,31
5315-1,Connectors,1999,443,60
5316-1,Transparent Elements,1999,443,60
5317-1,Wild West Accessories,1999,457,48
5318-1,Head Wear,1999,443,26
5319-1,Decorated Elements,1999,454,19
5320-1,"Plates, Small",1999,443,66
5321-1,Large Plates,1999,443,10
533-1,Basic Set,1984,469,93
535-1,Basic Building Set,1990,467,349
5369-1,Creator Tub,2005,37,700
5370-1,Large Make and Create Bucket with Special LEGO Bonus Bricks,2005,37,2
5370a-1,Large Make and Create Bucket with Special LEGO Bonus Bricks (Bucket and its contents only),2005,37,500
5370b-1,Large Make and Create Bucket with Special LEGO Bonus Bricks (Bonus box and its contents only),2005,48,201
537-1,Basic Building Set,1987,467,271
5372-1,Skeleton Chariot,2008,193,25
5373-1,Knight & Catapult,2008,193,24
5378-1,Hogwarts Castle (3rd edition),2007,249,904
5380-1,Duplo Large Brick Box,2007,504,71
5380-2,Duplo Large Brick Box - Green Plate,2008,505,71
5381-1,Adventurer's Accessories,1998,444,27
5382-1,Aquazone Accessories,1998,445,19
5383-1,Castle Accessories,1998,447,36
5384-1,Space Accessories,1998,452,19
53850001-1,Crocodile,2015,410,30
53850002-1,Car,2015,410,40
53850003-1,Giraffes,2015,410,36
53850004-1,Biplane,2015,410,24
53850005-1,Panda,2015,410,35
53850006-1,Jeep,2015,410,29
53850007-1,Elephant,2016,410,27
53850008-1,Jet,2016,410,18
53850009-1,Aircraft,2016,410,37
53850012-1,Truck,2016,410,66
53850013-1,Turtle,2016,410,50
53850015-1,Penguin,2016,410,39
53850016-1,Animal - Beaver,2017,410,52
53850017-1,Digger,2017,410,56
5386-1,Antennas and Control Sticks,1998,443,38
5387-1,Belville Beach Accessories,1998,446,11
5388-1,"Hinges, Couplings and Turntables",1998,443,29
5389-1,Divers' Accessories,1998,454,37
5390-1,Crane and Digger Accessories,1998,454,14
5391-1,9V Battery Box,1997,443,1
5392-1,Wild West Accessories,1997,457,37
5393-1,Headgear (Hats and Hair),1997,454,31
5394-1,Horses and Saddles,1997,443,12
5395-1,Belville Hospital Accessories,1996,446,4
5396-1,Transparent Windows and Bricks,1996,443,8
5397-1,Magnets and Magnet Holders,1996,443,12
5398-1,Decorated Elements,1996,443,43
5399-1,Fairy Tale Accessories,1999,446,25
5-4,Large House Set,1971,433,307
5400-1,Bathroom Accessories,1997,451,13
540-1,Basic Building Set,1985,467,619
5401-1,Kitchen Accessories,1997,451,14
540-2,Police Units,1979,80,44
5402-1,Floor Plate 1/2,1997,451,1
540-3,Swiss Villa,1973,413,150
5403-1,Floor Plate 1/1,1997,451,1
5404-1,House,1997,451,28
5405-1,Floor Plate,1998,451,1
54-1,UFO Action Pack,1997,144,3
5410-1,Emma,2011,451,9
5413-1,Beauty Set,1999,451,25
5414-1,Kitchen Set,1999,451,24
5415-1,Garden Set,1999,451,18
5416-1,Brick Box,2007,504,34
5416-2,Brick Box,2009,505,33
5417-1,Duplo Deluxe Brick Box,2007,505,95
542-1,Street Crew,1979,72,44
5421-1,Andrea,1997,451,1
544-1,Basic Set,1981,469,147
545-1,Build-N-Store Chest,1990,467,423
545-2,Conveyor Station,1973,416,170
547-1,Basic Building Set,1987,467,624
5475-1,Girls Fantasy Bucket,2006,37,191
5477-1,LEGO® Classic House Building,2006,37,233
5482-1,Ultimate LEGO House Building Set,2006,37,674
5483-1,"Ready, Steady Build, and Race",2006,37,692
5487-1,Fun with LEGO Bricks,2009,37,700
5489-1,Ultimate LEGO Vehicle Building Set,2009,37,676
5490-1,XXL 250 Canister,2006,505,250
5491-1,XXL 2000,2006,37,2000
5493-1,Emergency Rescue Box,2006,37,705
55001-1,LEGO Universe Rocket,2010,560,56
550-1,Basic Building Set,1985,467,578
550-2,Windmill,1976,413,211
5506-1,LEGO Duplo Building Set-71 pieces,2010,505,71
5507-1,Duplo Deluxe Brick Box,2010,504,102
5508-1,Deluxe Brick Box,2010,37,704
5509-1,Duplo Basic Bricks,2010,505,45
5510-1,Off-Road 4x4,1986,278,284
551-1,T Road Plates,1979,84,2
5512-1,LEGO XXL Box,2010,22,1600
5515-1,Fun Building with LEGO Bricks,2007,37,240
5517-1,XXL 1800,2007,37,1800
5519-1,Creator Bucket,2007,37,485
552-1,Curved Road Plates,1979,84,2
5521-1,Sea Jet,1993,278,400
5522-1,LEGO Golden Anniversary Set,2008,37,700
5524-1,Airport,2005,397,606
5525-1,Amusement Park,2005,397,1339
5526-1,Skyline,2005,397,2792
5528-1,Red Cannister,2007,37,700
5529-1,LEGO Basic Bricks,2010,37,326
5529-2,"LEGO Basic Bricks, Limited Edition",2010,37,326
553-1,Straight Road Plates,1979,84,2
5531-1,Police Motorcycle,2005,61,18
5532-1,Fire Car,2005,58,32
5533-1,Red Fury,1999,278,394
5537-1,Limited Edition [Blue Tub],2007,37,683
5538-1,Creative Bucket,2009,505,75
5539-1,Creative Bucket,2009,37,480
5540-1,Formula 1 Racer,1986,278,446
554-1,Exxon Fuel Tanker,1979,76,75
5541-1,Blue Fury,1995,278,420
5542-1,Black Thunder,1998,278,482
5549-1,LEGO Building Fun,2010,37,651
5550-1,Custom Rally Van,1991,278,524
555-1,Hospital,1976,420,229
555-2,Basic Set,1981,469,206
5560-1,Large Pink Brick Box,2009,37,398
556-1,Fire Emergency Van,1979,74,66
5561-1,Big Foot 4x4,1997,278,760
5563-1,Racing Truck,1999,278,788
557-1,Basic Building Set,1987,467,721
5571-1,Giant Truck,1996,278,1746
5573-1,LEGO Build & Play [Blue Tub],2008,37,646
5573-2,LEGO Build & Play (Red Tub),2009,37,644
5574-1,Lego Box,2008,48,280
5576-1,Basic Bricks -- Medium,2008,48,378
5578-1,Basic Bricks -- Large,2008,48,500
5580-1,Highway Rig,1986,278,667
558-1,Road Crane,1979,72,55
5581-1,Magic Flash,1993,278,786
5582-1,Ultimate Town Building Set,2008,37,697
5584-1,Fun with Wheels,2008,37,648
5585-1,Pink Brick Box,2008,37,216
5587-1,Basic Bricks with Fun Figures,2009,48,390
5589-1,Giant Box,2009,37,1600
5590-1,Whirl and Wheel Super Truck,1990,278,1063
5591-1,Mach II Red Bird Rig,1994,278,1172
5595-1,DUPLO Town Airport,2009,504,57
5599-1,Radio Control Racer,1998,117,294
5600-1,Radio Control Racer,1998,117,297
560-1,Town House with Garden,1979,69,244
560-2,Police Heliport,1973,421,170
5606-1,My First Train,2008,504,10
5609-1,Deluxe Train Set,2008,504,118
5610-1,Builder,2008,56,23
5611-1,Public Works,2008,63,31
5612-1,Police Officer,2008,61,21
5613-1,Firefighter,2008,58,25
561407-1,Charlie The Puppy,2014,494,13
561408-1,Summer Beach,2014,494,27
561409-1,Cookie Kitchen,2014,494,28
5614-1,The Good Wizard,2008,193,16
561410-1,Halloween Toy Shop,2014,494,29
561411-1,Cute Kitten,2014,496,24
561412-1,Christmas Tree,2014,494,35
561501-1,Penguin Ice Slide,2015,494,10
561502-1,Dressing Table,2015,494,22
561503-1,Bunny And Garden,2015,494,18
561504-1,Party And Cake,2015,494,23
561505-1,Picnic Set,2015,494,21
561506-1,Sweet Garden And Kitchen,2015,494,23
561507-1,Garden And Wheelbarrow,2015,494,20
561508-1,Turtle’s island,2015,494,19
561509-1,Guitar And Stage,2015,494,21
5615-1,The Knight,2008,193,21
561510-1,Trick Or Treat,2015,494,19
561511-1,Hedgehog In The Woods,2015,494,20
561512-1,Winter Fun,2015,494,24
5616-1,Mini Robot,2008,137,23
5617-1,Alien Jet,2008,137,21
5618-1,Troll Warrior,2008,193,19
5619-1,Crystal Hawk,2008,137,26
5620-1,Street Cleaner,2008,63,22
5621-1,Coast Guard Kayak,2008,55,21
5622-1,Duplo Basic Bricks - Large,2010,505,60
5623-1,Basic Bricks - Large,2010,48,450
5625-1,Police 4 x 4,2008,61,28
5626-1,Coast Guard Bike,2008,55,12
5627-1,Mini Bulldozer,2008,56,23
5638-1,Postman,2009,504,9
5639-1,Family House,2009,504,71
5642-1,Tipper Truck,2009,56,23
5643-1,Little Piggy,2010,504,4
5644-1,Chicken Coop,2010,504,12
5645-1,Farm Bike,2010,504,9
5646-1,Farm Nursery,2010,504,9
5649-1,Big Farm,2010,504,68
565-1,Moon Landing,1976,422,366
565-2,Build-N-Store Chest,1990,467,695
5657-1,Jessie's Round-Up,2010,504,18
5658-1,Pizza Planet Truck,2010,504,13
5659-1,The Great Train Chase,2010,504,39
566-1,Basic Set,1981,469,285
5679-1,Police Bike,2011,504,8
5680-1,Police Truck,2011,504,14
5681-1,Police Station,2011,504,60
5682-1,Fire Truck,2011,504,20
5685-1,Vet,2011,504,4
5700-1,LEGO Creator,1998,501,0
570-1,Fire House,1973,417,236
5701-1,LEGO Loco,1998,501,0
5706-1,LEGOLAND,1999,501,0
5714-1,LEGO Alpha Team,2000,501,0
5748-1,Duplo Creative Building Kit,2011,505,85
5749-1,Creative Building Kit,2011,37,650
575-1,Coast Guard Station,1978,71,301
575-2,Coast Guard Station (Canadian Edition),1978,71,284
5761-1,Mini Digger,2011,23,57
5761-1-b1,Off-Roader,2011,26,0
5762-1,Mini Plane,2011,23,52
5763-1,Dune Hopper,2011,23,137
5764-1,Rescue Robot,2011,23,150
5765-1,Transport Truck,2011,22,276
5766-1,Log Cabin,2011,38,355
5767-1,Cool Cruiser,2011,22,621
5770-1,Lighthouse Island,2011,22,518
577-1,Basic Set,1981,469,391
5771-1,Hillside House,2011,22,710
5785-1,Soccer Mania,2002,501,0
5793-1,Nurse's Car,2011,504,11
5795-1,Duplo Big City Hospital,2011,504,107
580-1,Brick Yard,1975,416,216
5801-1,Millimy the Fairy,1999,319,12
5802-1,Princess Rosaline,1999,319,6
5803-1,Iris,1999,319,5
5804-1,Witch's Cottage,1999,319,42
5805-1,Princess Rosaline's Room,1999,319,67
5807-1,The Royal Stable,1999,319,54
5808-1,The Enchanted Palace,1999,319,216
5810-1,Vanity Fun,1995,322,22
5811-1,Prince Justin,1999,319,4
5812-1,King,1999,319,8
5813-1,Lightning McQueen,2010,504,11
5814-1,Mater's Yard,2010,506,16
5817-1,Agent Mater,2011,504,11
5820-1,Garden Fun,1996,322,33
5821-1,Pamela's Picnic Time,1997,323,8
5822-1,Jennifer and Foal,1997,323,5
5823-1,The Good Fairy's Bedroom,2000,319,33
5824-1,The Good Fairy's House,2000,319,66
5825-1,Stella and the Fairy,2000,319,48
5826-1,The Queen's Room,2000,319,78
5827-1,Royal Coach,2000,319,85
5830-1,Fun-Day Sundaes,1995,323,32
5831-1,Adventurous Puppies,2001,319,16
5832-1,Vanilla's Magic Tea Party,2001,319,11
5833-1,Rosita's Wonderful Stable,2001,319,38
5834-1,The Enchanted Garden,2001,319,98
5835-1,Dance Studio,1996,322,37
5836-1,Beautiful Baby Princess,2002,319,23
5837-1,Flora's Bubbling Bath,2002,319,27
5838-1,The Wicked Madam Frost,2002,319,36
5840-1,Garden Playmates,1995,322,92
5841-1,Beach Fun,1998,323,42
5842-1,Vanilla's Frosty Sleighride,2002,319,33
5843-1,Queen Rose and the Little Prince Charming,2002,319,68
5844-1,Dolphin Windsurfer,1998,323,17
5845-1,Dolphin Show,1998,323,51
5846-1,Desert Island,1998,323,94
5847-1,Surfers' Paradise,1998,323,135
5848-1,Family Yacht / Luxury Cruiser,1998,323,226
5850-1,The Royal Crystal Palace,2002,319,153
585-1,Police Headquarters,1976,421,300
5853-1,Lucinda and Cressida,1997,323,5
5854-1,Pony Trekking,1997,323,53
5855-1,Riding Stables,1997,323,159
5856-1,Paprika and the Mischievous Monkey,2003,320,47
5857-1,Safran's Amazing Bazaar,2003,320,96
5858-1,"The Golden Palace, Blue Box",2003,320,174
5858-2,"The Golden Palace, Purple/Silver Box",2004,320,174
5859-1,Little Garden Fairy,2003,319,49
5860-1,Love 'N' Lullabies,1994,322,49
5861-1,Fairy Island,2003,319,105
5862-1,Flower Fairy Party [Blue Box],2003,319,151
5862-2,Flower Fairy Party [Purple/Silver Box],2004,319,153
5864-1,Mini Helicopter,2010,24,52
5865-1,Mini Dumper,2010,22,60
5866-1,Rotor Rescue,2010,38,149
5867-1,Super Speedster,2010,38,278
5868-1,Ferocious Creatures,2010,38,416
5870-1,Pretty Playland,1994,322,101
5871-1,Riding Stables,2002,323,159
5872-1,Golden Land Promo (Polybag),2003,320,32
5873-1,Fairyland Promo (Polybag),2003,319,19
5874-1,Nursery,1997,321,61
5875-1,Hospital Ward,1996,321,108
5876-1,Hospital Ward,1996,321,105
5877-1,Wedding Coach,2004,319,73
5880-1,Prize Pony Stables,1994,323,124
588-1,Police Headquarters,1979,80,376
5882-1,Ambush Attack,2012,481,80
5883-1,Tower Takedown,2012,481,136
5884-1,Raptor Chase,2012,481,258
5885-1,Triceratops Trapper,2012,481,270
5886-1,T-Rex Hunter,2012,481,474
5887-1,Dino Defense HQ,2012,481,785
5888-1,Ocean Interceptor,2012,481,221
5890-1,Pretty Wishes Playhouse,1994,322,229
5891-1,Apple Tree House,2010,38,539
5892-1,Sonic Boom,2010,38,539
5893-1,Offroad Power,2010,38,1061
5895-1,Villa Belville,1996,322,328
5898-1,Car Building Set,2010,37,135
5899-1,House Building Set,2010,37,126
5900-1,Adventurer - Johnny Thunder,1998,297,13
590-1,Engine Co. No. 9,1978,74,337
5901-1,River Raft,1999,299,19
5902-1,River Raft,1999,299,19
5903-1,Johnny Thunder and Baby T,2000,298,23
5904-1,Microcopter,2000,298,28
5905-1,Hidden Treasure,1999,299,33
5906-1,Ruler of the Jungle,1999,299,23
5909-1,Treasure Raiders set with Mummy Storage Container,1998,297,196
5911-1,Johnny Thunder's Plane,2000,298,22
5912-1,Hydrofoil,2000,298,19
5913-1,Dr. Lightning's Car,2000,298,21
5914-1,Baby T-Rex Trap,2000,298,21
5918-1,Scorpion Tracker,1998,297,35
5919-1,The Valley of the Kings,1998,297,164
5920-1,Island Racer,2000,298,50
5921-1,Research Glider,2000,298,57
5923-1,Western Picture Frame,2002,477,144
5924-1,Castle Picture Frame,2002,408,116
5925-1,Pontoon Plane,1999,299,72
5928-1,Bi-Wing Baron,1998,297,70
5929-1,Knight and Castle Building Set,2011,25,145
5930-1,Road Construction Building Set,2011,26,121
5932-1,My First LEGO Set,2011,22,227
5933-1,Airport Building Set,2011,24,309
5934-1,Dino Explorer,2000,298,90
5935-1,Island Hopper,2000,298,205
5936-1,Spider's Secret,1999,299,129
5938-1,Oasis Ambush,1998,297,82
5940-1,Doll House,2004,322,207
5941-1,Riding School,2004,323,176
5942-1,Pop Studio,2004,322,102
5943-1,Interior Designer,2004,322,94
5944-1,Cat Show,2004,322,32
5945-1,Winnie the Pooh's Picnic,2011,504,13
5946-1,Tigger's Expedition,2011,504,26
5948-1,Desert Expedition,1998,297,195
5950-1,Baby Ankylosaurus (Polybag),2001,386,37
5951-1,Baby Iguanodon (Polybag),2001,386,23
5952-1,Baby Brachiosaurus (Polybag),2001,386,31
5953-1,Baby Dimetrodon (Polybag),2001,386,20
5955-1,All Terrain Trapper,2000,298,191
5956-1,Expedition Balloon,1999,299,173
5958-1,Mummy's Tomb,1998,297,258
5960-1,The Mermaid Castle,2005,319,231
5961-1,Snow Queen,2005,319,55
5962-1,The Tinderbox,2005,319,84
5963-1,The Princess and the Pea,2005,319,50
5964-1,Thumbelina,2005,319,45
5965-1,Exo-Suit Robot,2006,389,24
5966-1,Glider,2006,389,22
5967-1,Takeshi Walker 2,2006,389,22
5969-1,Squidman Escape,2009,141,41
5970-1,Freeze Ray Frenzy,2009,141,79
5971-1,Gold Heist,2009,141,204
5972-1,Space Truck Getaway [Container Heist],2009,141,270
5973-1,Hyperspeed Pursuit,2009,141,455
5974-1,Galactic Enforcer,2009,141,824
5975-1,T-Rex Transport,2000,298,323
5976-1,River Expedition,1999,299,318
5977-1,Bears on the Beach,2001,323,17
5978-1,Sphinx Secret Surprise,1998,297,353
5979-1,Max Security Transport,2009,141,315
5980-1,Squidman's Pitstop - Limited Edition,2009,141,375
5981-1,Raid VPR,2010,141,68
5982-1,Smash 'n' Grab,2010,141,187
5983-1,SP Undercover Cruiser,2010,141,308
5984-1,Lunar Limo,2010,141,378
5985-1,Space Police Central,2010,141,629
5986-1,Amazon Ancient Ruins,1999,299,463
5987-1,Dino Research Compound,2000,298,618
5988-1,Pharaoh's Forbidden Ruins,1998,297,720
599-1,Super Basic Set,1982,469,744
5994-1,Catapult,2005,198,27
5998-1,Vladek,2005,198,6
5999-1,Jayko,2005,198,6
60000-1,Fire Motorcycle,2013,58,39
6000-1,Idea Book 6000,1980,497,2
60001-1,Fire Rescue,2013,58,79
60002-1,Fire Truck,2013,58,208
60003-1,Fire Emergency,2013,58,300
60004-1,Fire Station,2013,58,750
60005-1,Fire Boat,2013,58,221
60006-1,Police ATV,2013,61,51
60007-1,High Speed Chase,2013,61,283
60008-1,Museum Break-in,2013,61,562
60009-1,Helicopter Arrest,2013,61,349
600-1,Ambulance,1970,420,21
60010-1,Fire Helicopter,2013,58,224
6001095-1,Hulk,2012,487,4
60011-1,Surfer Rescue,2013,55,31
60012-1,Coast Guard 4 x 4,2013,55,127
60013-1,Coast Guard Helicopter,2013,55,232
60014-1,Coast Guard Patrol,2013,55,455
60015-1,Coast Guard Plane,2013,55,279
60016-1,Tanker Truck,2013,63,190
60017-1,Flatbed Truck,2013,63,211
60018-1,Cement Mixer,2013,56,220
60019-1,Stunt Plane,2013,53,139
600-2,Police Patrol,1978,80,23
60020-1,Cargo Truck,2013,54,319
6002-1,Town Figures,1983,84,20
60021-1,Cargo Heliplane,2013,53,388
6002-2,Castle Figures,1983,189,22
60022-1,Cargo Terminal,2013,53,649
60023-1,City Starter Set,2013,52,267
60024-1,"Advent Calendar 2013, City",2013,208,24
60024-10,"Advent Calendar 2013, City (Day  9)",2013,220,4
60024-11,"Advent Calendar 2013, City (Day 10)",2013,220,8
60024-12,"Advent Calendar 2013, City (Day 11)",2013,220,15
60024-13,"Advent Calendar 2013, City (Day 12)",2013,220,21
60024-14,"60024 Advent Calendar 2013, City (Day 13)",2013,220,6
60024-15,"60024 Advent Calendar 2013, City (Day 14)",2013,220,16
60024-16,"60024 Advent Calendar 2013, City (Day 15)",2013,220,12
60024-17,"60024 Advent Calendar 2013, City (Day 16)",2013,220,13
60024-18,"60024 Advent Calendar 2013, City (Day 17)",2013,220,8
60024-19,"60024 Advent Calendar 2013, City (Day 18)",2013,220,7
60024-2,"Advent Calendar 2013, City (Day  1)",2013,220,5
60024-20,"60024 Advent Calendar 2013, City (Day 19)",2013,220,10
60024-21,"60024 Advent Calendar 2013, City (Day 20)",2013,220,10
60024-22,"60024 Advent Calendar 2013, City (Day 21)",2013,220,19
60024-23,"60024 Advent Calendar 2013, City (Day 22)",2013,220,15
60024-24,"60024 Advent Calendar 2013, City (Day 23)",2013,220,18
60024-25,"60024 Advent Calendar 2013, City (Day 24) Santa",2013,220,6
