,inventory_id,set_num,quantity,name,year,theme_id,num_parts
85,251,3886-2,1,Ryo Walker - Boxed Version,2007,389,19
86,263,7575-10,1,Advent Calendar 2004 Clikits (Day  9) Bracelet,2004,222,4
87,263,7575-11,1,Advent Calendar 2004 Clikits (Day 10) Hair Band,2004,222,5
88,263,7575-12,1,Advent Calendar 2004 Clikits (Day 11) Icons,2004,222,10
89,263,7575-13,1,Advent Calendar 2004 Clikits (Day 12) Necklace,2004,222,8
90,263,7575-14,1,Advent Calendar 2004 Clikits (Day 13) Hair Band,2004,222,4
91,263,7575-15,1,Advent Calendar 2004 Clikits (Day 14) Gift Tag with Icons,2004,222,4
92,263,7575-16,1,Advent Calendar 2004 Clikits (Day 15) Ring,2004,222,4
93,263,7575-17,1,Advent Calendar 2004 Clikits (Day 16) Necklace,2004,222,4
94,263,7575-18,1,Advent Calendar 2004 Clikits (Day 17) Bangle,2004,222,2
95,263,7575-19,1,Advent Calendar 2004 Clikits (Day 18) Paper Clip / Hair Clip,2004,222,10
96,263,7575-2,1,Advent Calendar 2004 Clikits (Day  1) Paper Clip / Hair Clip,2004,222,3
97,263,7575-20,1,Advent Calendar 2004 Clikits (Day 19) Picture Frame,2004,222,8
98,263,7575-21,1,Advent Calendar 2004 Clikits (Day 20) Hair Band,2004,222,4
99,263,7575-22,1,Advent Calendar 2004 Clikits (Day 21) Gift Tag with Icons,2004,222,4
100,263,7575-23,1,Advent Calendar 2004 Clikits (Day 22) Paper Clip / Hair Clip,2004,222,3
101,263,7575-24,1,Advent Calendar 2004 Clikits (Day 23) Hair Band,2004,222,5
102,263,7575-25,1,Advent Calendar 2004 Clikits (Day 24) Carry Case,2004,222,5
103,263,7575-3,1,Advent Calendar 2004 Clikits (Day  2) Bracelet,2004,222,4
104,263,7575-4,1,Advent Calendar 2004 Clikits (Day  3) Hair Band,2004,222,7
105,263,7575-5,1,Advent Calendar 2004 Clikits (Day  4) Ring,2004,222,10
106,263,7575-6,1,Advent Calendar 2004 Clikits (Day  5) Picture Frame,2004,222,6
107,263,7575-7,1,Advent Calendar 2004 Clikits (Day  6) Bangle,2004,222,2
108,263,7575-8,1,Advent Calendar 2004 Clikits (Day  7) Gift Tag with Icons,2004,222,4
109,263,7575-9,1,Advent Calendar 2004 Clikits (Day  8) Hair Band,2004,222,4
110,305,6299-10,1,Advent Calendar 2009 Pirates (Day  9) - Plants and Crab,2009,224,7
111,305,6299-11,1,Advent Calendar 2009 Pirates (Day 10) - Barrel with Tools,2009,224,3
112,305,6299-12,1,Advent Calendar 2009 Pirates (Day 11) - Castaway,2009,224,7
113,305,6299-13,1,Advent Calendar 2009 Pirates (Day 12) - Fish over Fire,2009,224,9
114,305,6299-14,1,Advent Calendar 2009 Pirates (Day 13) - Monkey,2009,224,2
115,305,6299-15,1,Advent Calendar 2009 Pirates (Day 14) - Mermaid,2009,224,4
116,305,6299-16,1,Advent Calendar 2009 Pirates (Day 15) - Clam and Plant,2009,224,6
117,305,6299-17,1,Advent Calendar 2009 Pirates (Day 16) - Table with Food and Rat,2009,224,8
118,305,6299-18,1,Advent Calendar 2009 Pirates (Day 17) - Imperial Soldier II,2009,224,6
119,305,6299-19,1,Advent Calendar 2009 Pirates (Day 18) - Weapon Stand,2009,224,9
120,305,6299-2,1,Advent Calendar 2009 Pirates (Day  1) - Captain Brickbeard,2009,224,6
121,305,6299-20,1,Advent Calendar 2009 Pirates (Day 19) - Pirate,2009,224,4
122,305,6299-21,1,Advent Calendar 2009 Pirates (Day 20) - Barrel and Paddle,2009,224,2
123,305,6299-22,1,Advent Calendar 2009 Pirates (Day 21) - Sawfish,2009,224,2
124,305,6299-23,1,Advent Calendar 2009 Pirates (Day 22) - Skeleton and Snake,2009,224,7
125,305,6299-24,1,Advent Calendar 2009 Pirates (Day 23) - Brick Arch with Fire and Skull,2009,224,12
126,305,6299-25,1,Advent Calendar 2009 Pirates (Day 24) - Treasure Chest with Gems,2009,224,8
127,305,6299-3,1,Advent Calendar 2009 Pirates (Day  2) - Table with Lamp and Map,2009,224,9
128,305,6299-4,1,Advent Calendar 2009 Pirates (Day  3) - Parrot on Perch,2009,224,7
129,305,6299-5,1,Advent Calendar 2009 Pirates (Day  4) - Imperial Soldier II Officer,2009,224,6
130,305,6299-6,1,Advent Calendar 2009 Pirates (Day  5) - Cannon,2009,224,8
131,305,6299-7,1,Advent Calendar 2009 Pirates (Day  6) - Crocodile,2009,224,3
132,305,6299-8,1,Advent Calendar 2009 Pirates (Day  7) - Pirate Female,2009,224,5
133,305,6299-9,1,Advent Calendar 2009 Pirates (Day  8) - Raft with Flagpole,2009,224,8
134,311,8593-1,1,Makuta,2003,347,199
135,1289,8593-1,1,Makuta,2003,347,199
136,11043,8593-1,1,Makuta,2003,347,199
137,311,8596-1,1,Takanuva,2003,347,200
138,1289,8596-1,1,Takanuva,2003,347,200
139,11043,8596-1,1,Takanuva,2003,347,200
140,398,71010-1,1,Wolf Guy,2015,552,6
141,398,71010-10,1,Gargoyle,2015,552,6
142,398,71010-11,1,Skeleton Guy,2015,552,6
143,398,71010-12,1,Monster Rocker,2015,552,6
144,398,71010-13,1,Zombie Businessman,2015,552,7
145,398,71010-14,1,Banshee,2015,552,5
146,398,71010-15,1,Square Foot,2015,552,5
147,398,71010-16,1,Spider Lady,2015,552,7
148,398,71010-2,1,Zombie Pirate,2015,552,7
149,398,71010-3,1,Monster Scientist,2015,552,6
150,398,71010-4,1,Wacky Witch,2015,552,8
151,398,71010-5,1,Plant Monster,2015,552,7
152,398,71010-6,1,Fly Monster,2015,552,5
153,398,71010-7,1, Spectre,2015,552,7
154,398,71010-8,1,Zombie Cheerleader,2015,552,7
155,398,71010-9,1,Tiger Woman,2015,552,7
156,473,8756-1,1,Sidorak,2005,347,211
157,11551,8756-1,1,Sidorak,2005,347,211
158,14790,8756-1,1,Sidorak,2005,347,211
159,15733,8756-1,1,Sidorak,2005,347,211
160,473,8762-1,1,Toa Iruini,2005,349,53
161,1131,8762-1,1,Toa Iruini,2005,349,53
162,500,9677-1,1,X-wing Starfighter & Yavin 4,2012,177,77
163,500,9678-1,1,Twin-pod Cloud Car & Bespin,2012,177,78
164,500,9679-1,1,AT-ST & Endor,2012,177,65
165,515,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91
166,2054,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91
167,3694,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91
168,7487,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91
169,7516,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91
170,8558,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91
171,11325,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91
172,11384,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91
173,13153,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91
174,13917,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91
175,16226,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91
176,515,3745-1,1,Locomotive Black Bricks,2001,238,106
177,1317,3745-1,1,Locomotive Black Bricks,2001,238,106
178,4806,3745-1,1,Locomotive Black Bricks,2001,238,106
179,7487,3745-1,1,Locomotive Black Bricks,2001,238,106
180,525,7121-1,1,Naboo Swamp,1999,166,82
181,3792,7121-1,1,Naboo Swamp,1999,166,82
182,12669,7121-1,1,Naboo Swamp,1999,166,82
183,525,7151-1,1,Sith Infiltrator,1999,166,244
184,15718,7151-1,1,Sith Infiltrator,1999,166,244
185,528,6604-1,1,Formula-I Racer,1985,82,31
186,2836,6604-1,1,Formula-I Racer,1985,82,31
187,528,6622-1,1,Mailman on Motorcycle,1984,81,30
188,528,6633-1,1,Family Car,1985,85,46
189,14493,6633-1,1,Family Car,1985,85,46
190,580,3402-1,2,Grandstand with Lights,2000,462,60
191,580,3403-1,1,Fans' Grandstand with Scoreboard,2000,462,80
192,14277,3403-1,1,Fans' Grandstand with Scoreboard,2000,462,80
193,580,3406-1,1,Americas Bus,2000,462,130
194,580,3408-1,1,Super Sports Coverage,2000,462,224
195,580,3409-1,1,Championship Challenge,2000,462,293
196,7142,3409-1,1,Championship Challenge,2000,462,293
197,612,4500-1,1,Rebel Snowspeeder [Redesign] - Blue box,2003,169,216
198,612,4504-1,1,"Millennium Falcon (Redesign), Blue box",2003,169,996
199,2488,4504-1,1,"Millennium Falcon (Redesign), Blue box",2003,169,996
200,614,9441-1,1,Kai’s Blade Cycle,2012,435,187
201,3691,9441-1,1,Kai’s Blade Cycle,2012,435,187
202,614,9442-1,1,Jay's Storm Fighter,2012,435,242
203,614,9591-1,1,Weapon Pack,2012,435,73
204,695,8607-1,1,Nuhrii,2004,336,27
205,7670,8607-1,1,Nuhrii,2004,336,27
206,8471,8607-1,1,Nuhrii,2004,336,27
207,695,8611-1,1,Orkahm,2004,336,27
208,8471,8611-1,1,Orkahm,2004,336,27
209,695,8614-1,1,Vahki Nuurakh,2004,357,32
210,710,8614-1,1,Vahki Nuurakh,2004,357,32
211,5137,8614-1,1,Vahki Nuurakh,2004,357,32
212,10779,8614-1,1,Vahki Nuurakh,2004,357,32
213,695,8616-1,1,Vahki Vorzakh,2004,357,32
214,710,8616-1,1,Vahki Vorzakh,2004,357,32
215,5137,8616-1,1,Vahki Vorzakh,2004,357,32
216,695,8618-1,1,Vahki Rorzakh,2004,357,32
217,5137,8618-1,1,Vahki Rorzakh,2004,357,32
218,708,4180878,1,"Bionicle Poster 2002, Bohrok front Krana back, 420 x 295 mm",2002,501,0
219,708,8560-1,1,Pahrak,2002,328,41
220,1795,8560-1,1,Pahrak,2002,328,41
221,6423,8560-1,1,Pahrak,2002,328,41
222,7709,8560-1,1,Pahrak,2002,328,41
223,13238,8560-1,1,Pahrak,2002,328,41
224,16126,8560-1,1,Pahrak,2002,328,41
225,708,8564-1,1,Lehvak,2002,328,41
226,1795,8564-1,1,Lehvak,2002,328,41
227,3284,8564-1,1,Lehvak,2002,328,41
228,6423,8564-1,1,Lehvak,2002,328,41
229,8025,8564-1,1,Lehvak,2002,328,41
230,16126,8564-1,1,Lehvak,2002,328,41
231,710,8602-1,1,Toa Nokama,2004,353,46
232,13907,8602-1,1,Toa Nokama,2004,353,46
233,710,8606-1,1,Toa Nuju,2004,353,48
234,13907,8606-1,1,Toa Nuju,2004,353,48
235,710,8615-1,1,Vahki Bordakh,2004,357,32
236,1269,8615-1,1,Vahki Bordakh,2004,357,32
237,5137,8615-1,1,Vahki Bordakh,2004,357,32
238,9678,8615-1,1,Vahki Bordakh,2004,357,32
239,10779,8615-1,1,Vahki Bordakh,2004,357,32
240,758,6712-1,1,Sheriff's Showdown,1996,476,28
241,758,6716-1,1,Covered Wagon,1996,476,65
242,758,6755-1,1,Sheriff's Lock-Up,1996,476,177
243,766,7958-10,1,Advent Calendar 2011 Star Wars (Day  9) - X-wing Fighter,2011,225,23
244,766,7958-11,1,Advent Calendar 2011 Star Wars (Day 10) - Imperial Shuttle,2011,225,9
245,766,7958-12,1,Advent Calendar 2011 Star Wars (Day 11) - Battle Droid Pilot,2011,225,6
246,766,7958-13,1,Advent Calendar 2011 Star Wars (Day 12) - Rebel Snowspeeder,2011,225,17
247,766,7958-14,1,Advent Calendar 2011 Star Wars (Day 13) - R2-Q5,2011,225,4
248,766,7958-15,1,Advent Calendar 2011 Star Wars (Day 14) - Mouse Droid,2011,225,9
249,766,7958-16,1,Advent Calendar 2011 Star Wars (Day 15) - Republic Gunship,2011,225,14
250,766,7958-17,1,Advent Calendar 2011 Star Wars (Day 16) - Clone Pilot,2011,225,4
251,766,7958-18,1,Advent Calendar 2011 Star Wars (Day 17) - Weapon Depot,2011,225,10
252,766,7958-19,1,Advent Calendar 2011 Star Wars (Day 18) - Anakin's Y-wing Starfighter,2011,225,20
253,766,7958-2,1,Advent Calendar 2011 Star Wars (Day  1) - Republic Cruiser,2011,225,19
254,766,7958-20,1,Advent Calendar 2011 Star Wars (Day 19) - TIE Defender Pilot,2011,225,4
255,766,7958-21,1,Advent Calendar 2011 Star Wars (Day 20) - TIE Fighter,2011,225,7
256,766,7958-22,1,Advent Calendar 2011 Star Wars (Day 21) - Millennium Falcon,2011,225,13
257,766,7958-23,1,Advent Calendar 2011 Star Wars (Day 22) - A-wing Fighter,2011,225,9
258,766,7958-24,1,Advent Calendar 2011 Star Wars (Day 23) - Christmas Tree,2011,225,18
259,766,7958-25,1,Advent Calendar 2011 Star Wars (Day 24) - Santa Yoda,2011,225,7
260,766,7958-3,1,Advent Calendar 2011 Star Wars (Day  2) - Nute Gunray,2011,225,4
261,766,7958-4,1,Advent Calendar 2011 Star Wars (Day  3) - Mechno-Chair,2011,225,13
262,766,7958-5,1,Advent Calendar 2011 Star Wars (Day 4) - Separatist Spider Droid,2011,225,20
263,766,7958-6,1,Advent Calendar 2011 Star Wars (Day  5) - Boba Fett's Slave I,2011,225,20
264,766,7958-7,1,Advent Calendar 2011 Star Wars (Day  6) - Chewbacca,2011,225,3
265,766,7958-8,1,Advent Calendar 2011 Star Wars (Day  7) - Tool Depot,2011,225,9
266,766,7958-9,1,Advent Calendar 2011 Star Wars (Day 8) - Zev Senesca,2011,225,4
267,889,9490-1,1,Droid Escape,2012,169,136
268,889,9492-1,1,TIE Fighter,2012,169,413
269,889,9496-1,1,Desert Skiff,2012,169,220
270,7562,9496-1,1,Desert Skiff,2012,169,220
271,908,7030-1,1,Squad Car,2003,111,51
272,908,7031-1,1,Helicopter,2003,111,87
273,908,7032-1,1,Highway Patrol & Undercover Van,2003,111,153
274,908,7033-1,1,Armored Car Action,2003,111,179
275,908,7034-1,1,Surveillance Truck,2003,111,260
276,908,7035-1,1,Police HQ,2003,111,422
277,909,1557-1,1,Scooter,1986,130,26
278,909,1558-1,1,Mobile Command Trailer,1986,130,68
279,916,76029-1,1,Iron Man vs. Ultron,2015,487,92
280,916,76030-1,1,Avengers Hydra Showdown,2015,487,219
281,916,76031-1,1,The Hulk Buster Smash,2015,487,247
282,916,76032-1,1,The Avengers Quinjet Chase,2015,487,720
283,916,76038-1,1,Attack on Avengers Tower,2015,487,513
284,916,76041-1,1,The Hydra Fortress Smash,2015,487,404
285,920,9674-1,1,Naboo Starfighter & Naboo,2012,166,56
286,920,9675-1,1,Sebulba's Podracer & Tatooine,2012,166,80
287,920,9676-1,1,TIE Interceptor & Death Star,2012,169,65
288,962,7990-1,1,Cement Mixer,2007,56,212
289,4771,7990-1,1,Cement Mixer,2007,56,212
290,7766,7990-1,1,Cement Mixer,2007,56,212
291,10043,7990-1,1,Cement Mixer,2007,56,212
292,15980,7990-1,1,Cement Mixer,2007,56,212
293,962,7991-1,1,Garbage Truck,2007,63,205
294,10043,7991-1,1,Garbage Truck,2007,63,205
295,962,7993-1,1,Service Station,2007,50,393
296,973,8882-1,1,Power Functions XL-Motor,2008,438,1
297,7391,8882-1,1,Power Functions XL-Motor,2008,438,1
298,1130,20203-1,1,"MBA Level Two - Kit 4, Flight Designer",2011,432,145
299,9730,20203-1,1,"MBA Level Two - Kit 4, Flight Designer",2011,432,145
300,15238,20203-1,1,"MBA Level Two - Kit 4, Flight Designer",2011,432,145
301,1130,20204-1,1,"MBA Level Two - Kit 5, Creature Designer",2012,432,232
302,9730,20204-1,1,"MBA Level Two - Kit 5, Creature Designer",2012,432,232
303,15238,20204-1,1,"MBA Level Two - Kit 5, Creature Designer",2012,432,232
304,1130,20205-1,1,MBA Level Two - Kit 6 Auto Designer,2012,432,188
305,9730,20205-1,1,MBA Level Two - Kit 6 Auto Designer,2012,432,188
306,15238,20205-1,1,MBA Level Two - Kit 6 Auto Designer,2012,432,188
307,1131,8763-1,1,Toa Norik,2005,349,55
308,1159,71000-1,1,Waiter - Complete Set,2013,544,7
309,1159,71000-10,1,Judge - Complete Set,2013,544,7
310,1159,71000-11,1,Alien Avenger - Complete Set,2013,544,7
311,1159,71000-12,1,Mermaid - Complete Set,2013,544,6
312,1159,71000-13,1,Battle Mech - Complete Set,2013,544,6
313,1159,71000-14,1,Mr. Good and Evil - Complete Set,2013,544,6
314,1159,71000-15,1,Forest Maiden - Complete Set,2013,544,7
315,1159,71000-16,1,Plumber - Complete Set,2013,544,6
316,1159,71000-2,1,Cyclops - Complete Set,2013,544,6
317,1159,71000-3,1,Hollywood Starlet - Complete Set,2013,544,6
318,1159,71000-4,1,Heroic Knight - Complete Set,2013,544,10
319,1159,71000-5,1,Roman Emperor - Complete Set,2013,544,6
320,1159,71000-6,1,Policeman - Complete Set,2013,544,7
321,1159,71000-7,1,Chicken Suit Guy - Complete Set,2013,544,5
322,1159,71000-8,1,Roller Derby Girl - Complete Set,2013,544,7
323,1159,71000-9,1,Fortune Teller - Complete Set,2013,544,7
324,1203,5928-1,1,Bi-Wing Baron,1998,297,70
325,1203,5938-1,1,Oasis Ambush,1998,297,82
326,1203,5988-1,1,Pharaoh's Forbidden Ruins,1998,297,720
327,1205,7239-1,1,Fire Truck,2005,58,215
328,1418,7239-1,1,Fire Truck,2005,58,215
329,3109,7239-1,1,Fire Truck,2005,58,215
330,4261,7239-1,2,Fire Truck,2005,58,215
331,4969,7239-1,1,Fire Truck,2005,58,215
332,5857,7239-1,1,Fire Truck,2005,58,215
333,11861,7239-1,1,Fire Truck,2005,58,215
334,15192,7239-1,1,Fire Truck,2005,58,215
335,15694,7239-1,1,Fire Truck,2005,58,215
336,1205,7733-1,1,Truck & Forklift,2008,54,342
337,10043,7733-1,1,Truck & Forklift,2008,54,342
338,16023,7733-1,1,Truck & Forklift,2008,54,342
339,16034,7733-1,1,Truck & Forklift,2008,54,342
340,1238,6800-1,1,Cyber Blaster,1997,144,20
341,1238,6818-1,1,Cyborg Scout,1997,144,36
342,1238,6836-1,1,V-Wing Fighter,1997,144,40
343,7971,6836-1,1,V-Wing Fighter,1997,144,40
344,1255,8621-1,1,Turaga Dume and Nivawk,2004,347,180
345,16117,8621-1,1,Turaga Dume and Nivawk,2004,347,180
346,1255,8622-1,1,Nidhiki,2004,347,170
347,16117,8622-1,1,Nidhiki,2004,347,170
348,1255,8623-1,1,Krekka,2004,347,214
349,16117,8623-1,1,Krekka,2004,347,214
350,1268,6837-1,1,Cosmic Creeper,1998,134,57
351,1268,6905-1,1,Bi-Wing Blaster,1998,134,112
352,1269,8617-1,1,Vahki Zadakh,2004,357,32
353,5137,8617-1,1,Vahki Zadakh,2004,357,32
354,9678,8617-1,1,Vahki Zadakh,2004,357,32
355,1269,8619-1,1,Vahki Keerakh,2004,357,32
356,5137,8619-1,1,Vahki Keerakh,2004,357,32
357,9678,8619-1,1,Vahki Keerakh,2004,357,32
358,1315,3740-1,1,Small Locomotive,2001,238,66
359,1317,3740-1,1,Small Locomotive,2001,238,66
360,2270,3740-1,1,Small Locomotive,2001,238,66
361,3260,3740-1,1,Small Locomotive,2001,238,66
362,4806,3740-1,1,Small Locomotive,2001,238,66
363,5195,3740-1,1,Small Locomotive,2001,238,66
364,8837,3740-1,1,Small Locomotive,2001,238,66
365,9728,3740-1,1,Small Locomotive,2001,238,66
366,12273,3740-1,1,Small Locomotive,2001,238,66
367,14942,3740-1,1,Small Locomotive,2001,238,66
368,1315,3746-1,1,Locomotive Brown Bricks,2001,238,106
369,7516,3746-1,1,Locomotive Brown Bricks,2001,238,106
370,8837,3746-1,1,Locomotive Brown Bricks,2001,238,106
371,11325,3746-1,1,Locomotive Brown Bricks,2001,238,106
372,1317,3742-1,1,Tender Basis (without color trim elements),2001,238,41
373,2054,3742-1,1,Tender Basis (without color trim elements),2001,238,41
374,2270,3742-1,1,Tender Basis (without color trim elements),2001,238,41
375,3694,3742-1,1,Tender Basis (without color trim elements),2001,238,41
376,5195,3742-1,1,Tender Basis (without color trim elements),2001,238,41
377,7487,3742-1,1,Tender Basis (without color trim elements),2001,238,41
378,8558,3742-1,1,Tender Basis (without color trim elements),2001,238,41
379,8837,3742-1,1,Tender Basis (without color trim elements),2001,238,41
380,11325,3742-1,1,Tender Basis (without color trim elements),2001,238,41
381,13917,3742-1,1,Tender Basis (without color trim elements),2001,238,41
382,14942,3742-1,1,Tender Basis (without color trim elements),2001,238,41
383,1323,6239-1,1,Cannon Battle,2009,153,45
384,1323,6240-1,1,Kraken Attackin',2009,153,78
385,1323,6241-1,1,Loot Island,2009,153,144
386,1323,6242-1,1,Soldiers' Fort,2009,153,370
387,1323,6243-1,1,Brickbeard's Bounty,2009,153,595
388,1323,8396-1,1,Soldier's Arsenal,2009,153,17
389,1323,8397-1,1,Pirate Survival,2009,153,16
390,1334,850842-1,1,Fire Truck Holiday Bauble,2013,228,34
391,1334,850849-1,1,Friends Puppy Holiday Bauble,2013,227,29
392,1334,850850-1,1,Santa Holiday Bauble,2013,228,23
393,1334,850851-1,1,Lego Tree Holiday Bauble,2013,228,26
394,1334,850949-1,1,Christmas Snow Hut Ornament,2014,228,45
395,1334,850950-1,1,Christmas Cat Ornament,2014,228,34
396,1347,8202-1,2,Blast Off Chopper with Bungee Cord Power!,1998,3,70
397,5217,8202-1,1,Blast Off Chopper with Bungee Cord Power!,1998,3,70
398,1347,8213-1,1,Spy Runner,1998,12,92
399,1347,8226-1,1,Mud Masher / Desert Stormer,1998,11,120
400,1347,8248-1,1,Forklift,1998,7,227
401,1371,6611-1,1,Fire Chief's Car,1981,74,20
402,13427,6611-1,1,Fire Chief's Car,1981,74,20
403,1371,6623-1,1,Police Car,1983,80,40
404,1371,6624-1,1,Delivery Van,1983,70,40
405,1373,1294-1,1,Fire Helicopter,2000,50,31
406,1373,1295-1,1,Water Rider,2000,87,30
407,1373,1296-1,1,Land Scooper,2000,50,30
408,1373,1297-1,1,Speed Patroller,2000,50,34
409,1401,7235-1,1,"Police Motorcycle, Black Logo",2005,61,28
410,4430,7235-1,1,"Police Motorcycle, Black Logo",2005,61,28
411,10435,7235-1,1,"Police Motorcycle, Black Logo",2005,61,28
412,13355,7235-1,1,"Police Motorcycle, Black Logo",2005,61,28
413,1401,7236-1,1,"Police Car, Black Logo",2005,61,59
414,4430,7236-1,1,"Police Car, Black Logo",2005,61,59
415,5110,7236-1,1,"Police Car, Black Logo",2005,61,59
416,9178,7236-1,1,"Police Car, Black Logo",2005,61,59
417,13355,7236-1,1,"Police Car, Black Logo",2005,61,59
418,1401,7241-1,1,Fire Car,2005,58,47
419,1418,7241-1,1,Fire Car,2005,58,47
420,1732,7241-1,1,Fire Car,2005,58,47
421,3109,7241-1,1,Fire Car,2005,58,47
422,3764,7241-1,1,Fire Car,2005,58,47
423,4430,7241-1,1,Fire Car,2005,58,47
424,4969,7241-1,1,Fire Car,2005,58,47
425,5857,7241-1,1,Fire Car,2005,58,47
426,7151,7241-1,1,Fire Car,2005,58,47
427,11861,7241-1,1,Fire Car,2005,58,47
428,13696,7241-1,1,Fire Car,2005,58,47
429,15694,7241-1,1,Fire Car,2005,58,47
430,1418,5613-1,1,Firefighter,2008,58,25
431,5110,5613-1,1,Firefighter,2008,58,25
432,1418,7906-1,1,Fireboat,2007,58,175
